Year,mark,,yyyy,num
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1978,1,,,
1978,1,,,
1978,1,,,
1978,1,,,
1978,1,,,
1978,1,,,
1978,1,,,
1978,1,,,
1978,1,,,
1979,1,,,
1979,1,,,
1979,1,,,
1979,1,,,
1979,1,,,
1979,1,,,
1979,1,,,
1979,1,,,
1979,1,,,
1979,1,,,
1979,1,,,
1979,1,,,
1979,1,,,
1980,1,,,
1980,1,,,
1980,1,,,
1980,1,,,
1980,1,,,
1980,1,,,
1980,1,,,
1980,1,,,
1980,1,,,
1980,1,,,
1980,1,,,
1980,1,,,
1980,1,,,
1980,1,,,
1980,1,,,
1980,1,,,
1980,1,,,
1980,1,,,
1980,1,,,
1980,1,,,
1980,1,,,
1980,1,,,
1981,1,,,
1981,1,,,
1981,1,,,
1981,1,,,
1981,1,,,
1981,1,,,
1981,1,,,
1981,1,,,
1981,1,,,
1981,1,,,
1981,1,,,
1981,1,,,
1981,1,,,
1981,1,,,
1981,1,,,
1981,1,,,
1981,1,,,
1981,1,,,
1981,1,,,
1981,1,,,
1981,1,,,
1981,1,,,
1982,1,,,
1982,1,,,
1982,1,,,
1982,1,,,
1982,1,,,
1982,1,,,
1982,1,,,
1982,1,,,
1982,1,,,
1982,1,,,
1982,1,,,
1982,1,,,
1982,1,,,
1982,1,,,
1982,1,,,
1982,1,,,
1982,1,,,
1982,1,,,
1982,1,,,
1982,1,,,
1982,1,,,
1982,1,,,
1982,1,,,
1982,1,,,
1983,1,,,
1983,1,,,
1983,1,,,
1983,1,,,
1983,1,,,
1983,1,,,
1983,1,,,
1983,1,,,
1983,1,,,
1983,1,,,
1983,1,,,
1983,1,,,
1983,1,,,
1983,1,,,
1983,1,,,
1983,1,,,
1983,1,,,
1983,1,,,
1983,1,,,
1983,1,,,
1983,1,,,
1983,1,,,
1983,1,,,
1983,1,,,
1983,1,,,
1983,1,,,
1983,1,,,
1983,1,,,
1983,1,,,
1983,1,,,
1983,1,,,
1983,1,,,
1984,1,,,
1984,1,,,
1984,1,,,
1984,1,,,
1984,1,,,
1984,1,,,
1984,1,,,
1984,1,,,
1984,1,,,
1984,1,,,
1984,1,,,
1984,1,,,
1984,1,,,
1984,1,,,
1984,1,,,
1984,1,,,
1984,1,,,
1984,1,,,
1984,1,,,
1984,1,,,
1984,1,,,
1984,1,,,
1984,1,,,
1984,1,,,
1984,1,,,
1984,1,,,
1984,1,,,
1984,1,,,
1984,1,,,
1984,1,,,
1984,1,,,
1984,1,,,
1984,1,,,
1985,1,,,
1985,1,,,
1985,1,,,
1985,1,,,
1985,1,,,
1985,1,,,
1985,1,,,
1985,1,,,
1985,1,,,
1985,1,,,
1985,1,,,
1985,1,,,
1985,1,,,
1985,1,,,
1985,1,,,
1985,1,,,
1985,1,,,
1985,1,,,
1985,1,,,
1985,1,,,
1985,1,,,
1985,1,,,
1985,1,,,
1985,1,,,
1985,1,,,
1985,1,,,
1985,1,,,
1985,1,,,
1985,1,,,
1985,1,,,
1985,1,,,
1985,1,,,
1986,1,,,
1986,1,,,
1986,1,,,
1986,1,,,
1986,1,,,
1986,1,,,
1986,1,,,
1986,1,,,
1986,1,,,
1986,1,,,
1986,1,,,
1986,1,,,
1986,1,,,
1986,1,,,
1986,1,,,
1986,1,,,
1986,1,,,
1986,1,,,
1986,1,,,
1986,1,,,
1986,1,,,
1986,1,,,
1986,1,,,
1986,1,,,
1986,1,,,
1986,1,,,
1986,1,,,
1986,1,,,
1986,1,,,
1986,1,,,
1986,1,,,
1986,1,,,
1986,1,,,
1987,1,,,
1987,1,,,
1987,1,,,
1987,1,,,
1987,1,,,
1987,1,,,
1987,1,,,
1987,1,,,
1987,1,,,
1987,1,,,
1987,1,,,
1987,1,,,
1987,1,,,
1987,1,,,
1987,1,,,
1987,1,,,
1987,1,,,
1987,1,,,
1987,1,,,
1987,1,,,
1987,1,,,
1987,1,,,
1987,1,,,
1987,1,,,
1987,1,,,
1987,1,,,
1987,1,,,
1987,1,,,
1987,1,,,
1987,1,,,
1987,1,,,
1987,1,,,
1987,1,,,
1987,1,,,
1987,1,,,
1987,1,,,
1987,1,,,
1987,1,,,
1987,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1988,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1989,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1990,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1991,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1992,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1993,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
